Seq#,ID#,Florence,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Related Purchase
2325,19080,0,1,155,6,7,30,0,0,2,0,0,0,0,0,0,0,0
2326,19089,1,0,327,16,2,20,0,1,1,0,0,0,1,1,0,0,2
2327,19097,0,1,262,32,12,90,1,1,1,4,2,0,0,0,1,0,1
2328,19116,0,0,73,4,2,12,0,0,0,0,0,0,0,0,0,0,0
2329,19126,0,1,45,30,1,30,0,0,0,1,0,0,0,0,0,0,0
2330,19140,0,0,148,8,2,16,0,0,1,0,0,0,0,0,0,0,0
2331,19161,0,1,76,12,2,18,0,1,0,0,0,1,0,0,0,0,1
2332,19164,0,1,217,10,1,10,0,0,0,0,0,1,0,0,0,0,1
2333,19171,0,1,187,12,1,12,0,0,0,0,0,0,1,0,0,0,1
2334,19187,0,1,306,10,1,10,0,0,0,0,0,0,3,0,0,0,3
2335,19198,0,1,380,16,11,76,3,3,2,1,1,0,0,0,0,0,0
2336,19201,0,1,251,12,6,32,1,0,1,0,1,0,0,0,0,0,0
2337,19204,0,1,191,8,8,26,0,2,3,0,0,0,0,0,0,0,0
2338,19220,0,1,76,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2339,19225,0,1,381,2,9,44,0,0,3,0,1,0,1,0,0,0,1
2340,19226,0,1,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0
2341,19237,0,1,187,14,2,18,0,1,1,0,0,0,1,0,0,0,1
2342,19242,0,0,212,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2343,19244,0,1,318,20,2,24,1,0,0,1,0,1,1,0,0,0,2
2344,19245,0,1,235,16,10,46,3,1,3,0,1,1,1,0,0,1,3
2345,19247,0,1,245,18,2,22,0,0,2,0,0,1,0,0,0,0,1
2346,19251,0,1,154,14,1,14,0,0,0,1,0,1,0,0,0,0,1
2347,19261,0,1,278,2,12,54,1,3,1,2,2,1,2,0,1,1,5
2348,19263,0,0,279,32,2,36,0,0,0,0,1,1,0,0,0,1,2
2349,19266,0,1,143,20,2,28,0,0,0,0,1,1,0,0,0,0,1
2350,19275,0,0,248,16,2,22,0,0,1,0,0,1,0,1,0,0,2
2351,19281,0,1,232,8,7,48,2,1,1,0,0,0,0,0,0,0,0
2352,19291,0,1,79,2,2,10,0,0,0,0,0,0,0,0,0,0,0
2353,19306,0,1,230,12,1,12,0,0,0,0,0,2,0,0,0,0,2
2354,19316,0,1,181,12,1,12,0,0,0,0,0,2,0,0,0,0,2
2355,19334,0,0,244,34,1,34,0,0,0,0,0,0,0,1,0,0,1
2356,19337,0,1,107,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2357,19345,0,0,305,10,1,10,0,0,0,0,0,0,2,0,0,0,2
2358,19346,0,1,177,32,1,32,0,0,0,1,0,0,0,0,0,0,0
2359,19348,1,0,289,6,12,38,4,1,0,0,1,0,0,0,1,1,2
2360,19357,0,0,219,22,2,26,1,0,0,0,0,0,1,0,0,0,1
2361,19362,0,1,67,12,2,18,0,0,0,0,1,0,0,0,0,0,0
2362,19366,0,0,350,6,11,36,2,2,3,2,0,0,2,0,0,1,3
2363,19381,0,1,294,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2364,19390,0,1,306,14,2,20,1,0,1,0,0,1,3,0,0,0,4
2365,19400,0,1,150,18,7,32,2,1,1,0,0,0,0,0,0,0,0
2366,19402,0,1,261,16,1,16,0,0,0,0,1,0,0,0,0,0,0
2367,19414,0,1,93,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2368,19418,0,1,187,12,1,12,0,0,0,0,0,1,1,0,0,0,2
2369,19428,0,0,163,24,1,24,0,0,0,0,0,1,0,0,0,0,1
2370,19431,0,0,74,14,1,14,0,0,1,0,0,1,0,2,0,0,3
2371,19433,0,0,279,2,2,4,0,0,0,0,0,1,0,1,0,0,2
2372,19436,0,1,82,14,2,16,0,0,1,0,0,1,0,2,0,0,3
2373,19440,0,1,147,16,4,32,0,2,1,0,0,0,0,0,0,0,0
2374,19446,0,1,315,20,2,26,0,0,0,0,2,0,1,0,0,0,1
2375,19458,0,1,284,14,1,14,0,0,1,0,0,0,0,2,0,0,2
2376,19474,0,1,267,10,6,28,0,1,2,0,0,0,0,0,1,1,2
2377,19488,0,0,81,10,2,16,0,1,0,0,0,1,0,0,0,0,1
2378,19489,0,1,285,16,3,26,2,0,1,0,0,0,2,0,0,0,2
2379,19506,0,0,64,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2380,19508,0,0,304,10,11,48,3,1,2,0,1,2,0,1,0,0,3
2381,19513,0,1,266,32,2,36,0,0,1,1,0,1,1,1,0,0,3
2382,19515,0,1,32,12,2,20,1,0,0,0,0,0,0,0,0,0,0
2383,19517,0,0,317,6,2,12,0,0,0,0,0,0,1,0,0,0,1
2384,19523,0,0,223,12,2,18,0,0,1,0,0,0,0,0,0,0,0
2385,19528,0,0,92,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2386,19529,0,1,424,12,11,52,1,2,2,0,1,0,2,0,0,0,2
2387,19551,0,1,420,8,12,48,1,1,4,1,1,1,6,0,0,0,7
2388,19559,0,0,127,32,2,38,0,1,0,0,0,1,0,1,0,1,3
2389,19563,0,1,25,2,1,2,0,0,0,0,0,1,0,0,0,0,1
2390,19573,0,1,198,8,2,14,0,0,0,1,0,1,0,0,0,0,1
2391,19585,0,1,84,12,2,14,0,0,1,0,0,0,0,0,0,0,0
2392,19590,0,1,179,12,4,32,1,0,1,0,0,0,0,0,0,0,0
2393,19601,0,1,381,8,8,26,2,0,1,1,1,0,1,0,0,0,1
2394,19617,0,1,234,14,3,22,1,0,0,1,1,0,0,0,0,0,0
2395,19634,0,0,235,12,1,12,0,0,0,0,0,0,1,0,0,0,1
2396,19638,0,0,121,32,8,48,1,2,2,1,0,0,0,1,0,0,1
2397,19644,0,0,359,12,11,70,3,1,1,1,1,0,0,0,0,0,0
2398,19645,0,1,153,30,2,34,1,0,0,0,1,0,1,0,0,0,1
2399,19646,1,0,179,10,1,10,0,0,0,0,0,2,0,0,0,0,2
2400,19671,1,1,232,16,1,16,0,1,0,0,0,0,0,0,0,0,0
2401,19677,0,1,392,16,10,54,2,1,4,0,2,0,0,1,0,1,2
2402,19689,0,1,143,16,1,16,0,0,0,1,0,0,0,1,0,0,1
2403,19694,0,1,105,12,2,20,0,0,0,1,0,0,0,0,0,0,0
2404,19699,0,1,254,12,2,18,1,0,0,0,0,2,1,0,0,0,3
2405,19702,0,1,260,10,1,10,0,0,0,0,0,0,2,0,0,0,2
2406,19709,0,0,208,16,2,20,1,0,1,0,0,0,0,1,0,0,1
2407,19738,0,1,89,34,1,34,0,0,0,0,0,0,0,0,0,0,0
2408,19749,0,1,79,12,2,16,1,0,0,0,0,1,0,0,0,0,1
2409,19784,0,0,98,10,3,18,2,0,0,0,0,0,0,1,0,0,1
2410,19786,0,1,83,16,1,16,0,1,0,0,0,0,0,1,0,0,1
2411,19805,0,1,419,14,12,78,3,3,2,3,0,0,2,0,0,0,2
2412,19806,0,1,122,2,2,8,0,0,0,0,0,0,0,0,0,0,0
2413,19819,0,0,146,16,2,20,0,0,0,1,1,2,0,1,0,1,4
2414,19834,0,0,130,10,3,24,0,0,1,0,0,2,0,1,0,0,3
2415,19851,0,1,96,22,1,22,0,0,0,0,0,0,0,0,0,0,0
2416,19868,0,1,342,22,9,70,2,2,4,0,0,0,3,0,1,0,4
2417,19881,0,1,178,4,2,8,0,0,0,0,0,0,3,0,0,0,3
2418,19884,0,1,22,6,1,6,0,0,0,0,0,0,0,0,0,0,0
2419,19886,0,0,304,12,8,30,0,1,2,1,0,0,0,0,0,0,0
2420,19892,0,1,250,8,7,24,1,0,1,3,0,0,0,0,0,0,0
2421,19894,0,0,143,14,1,14,1,0,0,0,0,0,0,0,0,0,0
2422,19920,0,1,216,26,2,34,0,0,0,1,0,0,0,0,0,0,0
2423,19925,0,1,309,12,5,34,0,1,3,0,0,0,0,0,1,0,1
2424,19930,0,1,47,10,1,10,0,0,0,0,0,2,0,0,0,0,2
2425,19931,0,1,32,12,1,12,0,0,0,0,0,2,0,0,0,0,2
2426,19965,0,1,73,34,1,34,0,0,0,0,0,2,0,0,0,0,2
2427,19968,0,1,300,16,1,16,0,0,0,0,0,1,0,1,0,0,2
2428,19969,0,1,138,8,7,48,0,1,2,0,0,0,0,0,0,0,0
2429,19977,0,0,176,12,2,18,0,0,1,0,0,3,1,0,0,0,4
2430,19996,0,1,245,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2431,20009,0,1,179,6,1,6,0,0,0,0,0,0,0,1,0,0,1
2432,20016,1,0,261,34,2,36,0,0,0,1,0,1,2,0,0,0,3
2433,20024,0,0,223,4,1,4,0,0,0,0,0,1,0,0,0,0,1
2434,20028,0,1,112,22,2,28,0,0,0,0,0,0,0,0,0,0,0
2435,20032,0,1,151,34,2,40,1,0,0,0,0,0,0,0,0,0,0
2436,20041,0,0,354,24,4,32,1,1,0,1,0,0,1,0,0,0,1
2437,20043,0,1,83,14,1,14,0,1,0,0,0,2,0,0,0,0,2
2438,20044,0,1,267,12,6,42,1,0,1,1,1,2,0,0,0,0,2
2439,20048,0,0,161,22,2,28,2,0,0,0,0,0,0,0,0,0,0
2440,20050,0,0,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2441,20053,0,1,148,10,1,10,0,0,0,0,0,1,0,0,0,0,1
2442,20056,0,1,127,4,1,4,0,0,0,0,0,1,0,0,0,0,1
2443,20061,0,1,345,16,12,72,1,1,4,2,0,1,0,1,0,0,2
2444,20071,0,0,284,14,2,22,1,0,1,0,0,1,0,0,0,0,1
2445,20072,0,1,410,22,10,44,2,1,3,0,2,1,1,0,0,1,3
2446,20074,0,1,211,14,7,38,2,0,1,1,0,0,0,0,0,0,0
2447,20085,0,0,228,14,2,20,1,0,0,0,1,3,0,0,0,0,3
2448,20093,0,1,340,10,8,58,2,0,1,2,2,1,0,0,0,0,1
2449,20095,0,1,372,16,12,86,0,0,2,2,2,0,1,1,0,0,2
2450,20106,0,0,214,14,1,14,0,0,0,1,0,3,0,0,0,0,3
2451,20109,0,0,72,2,2,4,0,0,0,0,0,3,0,0,0,0,3
2452,20110,0,1,184,12,2,18,1,0,0,0,0,0,0,0,0,0,0
2453,20131,0,1,328,10,3,16,0,0,1,0,1,0,0,0,0,0,0
2454,20133,0,0,273,18,2,20,0,1,0,0,1,3,1,0,0,0,4
2455,20153,0,0,195,22,12,86,3,1,3,2,1,0,0,0,0,0,0
2456,20159,0,1,83,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2457,20176,0,0,153,12,9,48,1,1,1,1,0,0,1,0,0,0,1
2458,20183,0,0,171,6,6,34,0,0,1,1,0,0,0,0,0,0,0
2459,20186,0,1,104,34,3,50,0,1,2,0,0,0,0,0,0,0,0
2460,20198,0,0,170,34,1,34,1,0,0,0,0,0,1,0,0,0,1
2461,20200,0,1,418,34,11,64,1,1,2,0,2,0,0,0,0,0,0
2462,20212,0,1,208,8,1,8,0,0,0,0,0,1,0,0,0,0,1
2463,20214,0,1,270,2,2,10,0,0,0,0,0,0,0,0,0,0,0
2464,20242,1,1,202,8,1,8,0,0,0,0,0,0,1,0,0,0,1
2465,20262,0,1,225,8,2,14,1,0,0,0,0,0,0,0,0,0,0
2466,20273,0,0,234,36,6,60,1,0,0,1,0,0,0,0,0,0,0
2467,20277,0,1,177,14,11,36,1,0,3,0,1,0,0,0,0,0,0
2468,20289,0,1,258,16,2,22,0,0,1,0,0,0,1,0,0,0,1
2469,20297,0,1,238,16,6,48,3,1,1,0,0,0,0,0,0,0,0
2470,20301,0,0,325,6,4,28,0,1,1,0,1,0,0,0,0,0,0
2471,20310,0,1,152,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2472,20334,0,1,198,14,1,14,1,0,0,0,0,0,0,0,0,0,0
2473,20348,0,1,56,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2474,20353,0,0,225,2,8,30,2,0,1,0,0,0,0,0,0,0,0
2475,20364,0,0,146,26,2,32,0,0,1,1,0,0,0,1,0,0,1
2476,20371,0,1,192,12,11,48,1,2,1,0,0,0,0,0,0,0,0
2477,20384,0,1,192,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2478,20394,0,1,160,26,10,48,1,0,4,0,2,0,1,1,0,0,2
2479,20395,0,0,222,14,2,22,1,0,1,0,0,0,1,0,0,0,1
2480,20408,0,1,214,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2481,20418,0,1,397,22,10,72,5,1,2,0,0,0,0,1,0,0,1
2482,20422,0,1,119,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2483,20431,1,1,134,10,4,22,1,0,0,0,0,0,0,0,0,0,0
2484,20432,0,0,362,18,11,66,2,0,4,2,1,0,0,0,0,0,0
2485,20444,0,1,190,2,1,2,0,0,0,0,0,0,1,0,0,0,1
2486,20456,1,1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2487,20458,1,1,149,4,2,12,0,0,0,0,0,0,1,0,0,0,1
2488,20465,0,1,191,24,8,50,2,1,1,0,2,0,0,0,0,0,0
2489,20495,0,0,372,8,5,32,0,1,1,1,0,1,1,0,0,0,2
2490,20508,0,0,260,8,8,28,1,0,0,2,3,1,2,0,0,0,3
2491,20511,0,1,153,16,2,20,0,0,0,0,1,1,1,0,0,0,2
2492,20546,0,0,149,14,1,14,0,1,0,0,0,1,1,0,0,0,2
2493,20556,0,1,25,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2494,20566,0,0,234,16,1,16,0,0,0,0,0,1,0,0,0,0,1
2495,20571,0,0,37,12,2,18,0,1,0,0,0,1,0,0,0,0,1
2496,20575,0,1,31,14,2,22,0,0,0,2,0,0,0,0,0,0,0
2497,20581,0,0,63,24,3,38,2,0,0,0,1,0,0,0,0,0,0
2498,20583,0,1,249,10,7,50,2,1,1,1,1,0,1,0,0,0,1
2499,20586,0,1,80,16,2,22,0,0,0,1,0,2,0,0,0,0,2
2500,20594,0,1,34,14,1,14,1,0,0,0,0,2,0,0,0,0,2
2501,20597,0,0,114,30,2,32,1,1,0,0,0,0,0,0,0,0,0
2502,20598,0,1,217,14,1,14,1,0,0,0,0,1,0,0,0,0,1
2503,20601,0,0,368,36,5,62,1,2,1,0,1,0,2,0,0,0,2
2504,20605,0,1,201,16,2,20,1,0,0,0,0,0,0,0,0,0,0
2505,20606,0,1,103,30,1,30,1,0,0,0,0,0,0,0,0,0,0
2506,20622,0,1,383,14,12,58,1,1,4,1,3,1,1,0,0,0,2
2507,20627,0,0,84,20,2,28,2,0,0,0,0,0,0,0,0,0,0
2508,20635,0,1,56,10,2,14,0,1,0,0,0,1,0,0,0,0,1
2509,20637,0,1,176,20,2,28,1,1,0,0,0,1,0,0,0,0,1
2510,20638,0,1,330,12,7,48,1,0,1,2,1,1,0,0,0,0,1
2511,20640,0,1,268,16,11,60,7,1,1,0,0,1,0,0,1,0,2
2512,20641,0,1,270,16,1,16,0,1,0,0,0,0,0,0,0,0,0
2513,20659,0,0,340,30,10,56,2,1,0,2,3,0,0,0,0,0,0
2514,20716,0,1,420,16,12,40,4,2,1,1,0,0,6,0,0,0,6
2515,20722,0,1,308,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2516,20734,0,1,83,14,1,14,0,0,0,0,1,2,0,0,0,0,2
2517,20746,0,0,91,14,2,20,0,1,1,0,0,1,0,0,0,0,1
2518,20756,0,1,180,12,4,24,1,0,1,0,1,0,0,0,0,0,0
2519,20761,0,0,124,10,1,10,0,0,0,0,0,1,0,0,0,0,1
2520,20762,0,1,208,4,4,22,1,0,0,0,0,0,1,0,0,0,1
2521,20777,0,1,90,12,2,14,0,0,1,0,0,0,0,0,0,0,0
2522,20782,0,1,369,22,7,52,2,1,3,0,0,0,1,0,0,0,1
2523,20787,0,1,60,14,2,18,1,0,0,0,1,0,0,0,0,0,0
2524,20812,0,1,405,10,8,38,2,0,1,1,1,0,1,0,1,0,2
2525,20817,0,0,421,14,9,66,2,0,1,0,0,1,2,0,0,0,3
2526,20820,0,0,37,10,2,12,0,0,0,0,0,1,0,0,0,0,1
2527,20849,0,1,168,6,2,8,0,0,0,0,0,1,0,1,0,0,2
2528,20850,0,1,169,22,10,62,1,0,4,2,0,0,0,0,0,0,0
2529,20857,0,0,159,32,1,32,0,0,0,0,1,0,0,0,0,0,0
2530,20882,0,1,108,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2531,20883,0,1,190,14,2,22,0,0,0,0,0,0,1,0,0,0,1
2532,20886,0,0,160,10,9,38,2,0,0,0,1,0,1,0,0,0,1
2533,20888,0,1,153,12,4,20,1,1,1,0,0,0,1,0,0,0,1
2534,20904,1,1,311,6,1,6,0,0,0,0,0,0,0,0,0,0,0
2535,20907,0,1,222,14,2,18,1,0,0,1,0,0,1,0,0,0,1
2536,20937,0,1,110,14,1,14,0,0,0,1,0,0,0,0,0,0,0
2537,20945,0,1,152,36,2,44,1,0,1,0,0,0,0,0,0,0,0
2538,20958,1,1,157,14,6,42,3,1,0,1,1,0,0,0,0,0,0
2539,20961,0,1,213,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2540,20969,0,1,33,10,2,16,1,0,0,0,0,0,0,0,0,0,0
2541,20980,0,0,121,4,2,12,0,0,0,0,0,0,0,0,0,0,0
2542,20984,0,1,222,6,6,36,0,0,2,0,0,0,1,0,0,0,1
2543,20990,0,1,299,10,2,14,0,1,0,0,0,0,0,0,0,0,0
2544,21013,0,1,349,14,7,56,2,2,2,0,0,0,1,0,0,0,1
2545,21021,0,1,267,10,2,18,0,0,1,0,0,0,0,0,0,0,0
2546,21027,0,1,90,16,2,20,0,0,0,0,0,0,0,0,0,0,0
2547,21028,0,1,20,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2548,21030,0,1,166,24,2,28,0,0,0,1,1,0,1,0,0,0,1
2549,21032,0,1,123,18,2,26,1,0,1,0,0,0,0,0,0,0,0
2550,21033,0,1,63,12,2,16,0,0,0,0,0,0,0,0,0,0,0
2551,21043,0,1,316,16,2,20,0,0,1,0,0,0,1,0,0,0,1
2552,21048,0,0,224,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2553,21059,0,1,89,24,2,30,0,1,1,0,0,0,0,0,0,0,0
2554,21060,0,0,123,12,8,54,1,0,2,0,2,0,0,0,0,0,0
2555,21101,0,1,86,6,3,14,0,0,0,0,0,1,0,0,0,0,1
2556,21107,0,1,106,14,2,18,0,1,0,0,0,0,1,0,0,0,1
2557,21108,0,0,403,10,11,34,1,3,4,0,0,0,0,0,0,0,0
2558,21116,1,0,240,14,2,20,0,0,1,0,0,0,0,0,0,0,0
2559,21128,1,1,164,14,2,20,0,0,0,1,0,1,0,0,0,0,1
2560,21147,1,0,58,36,1,36,0,0,0,0,1,0,0,0,0,0,0
2561,21148,0,1,204,6,4,20,0,0,0,0,1,0,1,0,0,0,1
2562,21150,0,1,254,32,10,88,2,1,4,0,1,0,0,1,0,1,2
2563,21155,0,1,210,2,2,8,0,0,0,0,0,0,1,0,0,0,1
2564,21161,0,1,284,14,2,22,0,0,0,1,0,0,0,1,0,0,1
2565,21167,0,0,71,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2566,21191,0,0,31,24,2,30,0,0,0,0,1,0,0,0,0,0,0
2567,21192,0,1,181,2,2,4,0,0,0,0,0,2,0,0,0,0,2
2568,21194,0,1,445,16,12,68,4,2,1,1,1,0,0,0,0,0,0
2569,21207,0,1,215,20,9,52,0,1,3,1,0,0,0,1,2,0,3
2570,21208,0,0,252,10,5,30,1,0,1,1,0,0,0,0,0,0,0
2571,21212,0,1,250,2,2,6,0,0,0,0,0,0,0,0,0,0,0
2572,21241,0,1,308,12,2,16,0,1,0,0,0,0,0,1,0,0,1
2573,21253,0,1,198,8,11,62,4,1,3,0,0,0,0,0,0,0,0
2574,21259,1,0,199,6,1,6,0,0,0,0,0,0,0,0,0,0,0
2575,21272,1,0,71,16,2,20,1,0,0,0,0,0,0,0,0,0,0
2576,21286,1,1,243,14,1,14,0,0,0,0,0,0,0,0,0,0,0
2577,21310,1,1,189,10,11,62,1,1,4,3,0,0,0,0,0,0,0
2578,21311,0,0,158,16,2,20,0,0,0,0,1,0,0,0,0,0,0
2579,21324,1,1,278,12,2,16,1,0,0,0,0,0,2,1,0,0,3
2580,21336,0,0,44,12,1,12,0,0,0,0,0,0,0,1,0,0,1
2581,21338,0,1,193,4,1,4,0,0,0,0,0,0,1,0,0,0,1
2582,21343,0,1,52,12,2,20,0,0,0,0,0,0,0,1,0,0,1
2583,21351,0,0,279,16,11,42,0,2,3,0,1,2,0,0,0,0,2
2584,21365,0,0,307,10,6,34,1,0,0,0,1,2,0,0,0,0,2
2585,21372,0,1,247,24,1,24,1,0,0,0,0,0,0,0,0,0,0
2586,21375,0,1,60,14,2,18,0,0,0,0,0,0,0,0,0,0,0
2587,21383,1,0,333,10,9,42,2,0,0,1,3,2,1,0,0,0,3
2588,21400,0,0,246,30,2,34,0,1,1,0,0,0,0,0,0,0,0
2589,21405,0,1,315,2,5,16,0,0,1,0,0,2,1,0,0,0,3
2590,21408,0,1,202,4,1,4,0,0,0,0,0,4,2,0,0,0,6
2591,21419,0,0,168,2,2,4,0,0,0,0,0,0,0,0,0,0,0
2592,21450,0,1,309,36,1,36,0,1,0,0,0,0,0,0,0,0,0
2593,21455,1,1,79,2,3,16,1,0,0,1,0,0,0,0,0,0,0
2594,21467,1,1,249,24,2,28,1,0,0,1,0,0,1,0,0,0,1
2595,21471,0,1,206,14,1,14,0,0,0,1,0,0,1,0,0,0,1
2596,21504,0,0,405,2,11,42,0,1,3,1,2,2,1,0,0,0,3
2597,21524,1,1,69,10,2,16,1,0,0,0,0,0,0,0,0,0,0
2598,21544,0,1,318,10,2,14,0,0,1,0,0,1,1,0,0,0,2
2599,21573,0,0,322,16,4,28,0,2,0,1,0,0,0,0,0,0,0
2600,21576,0,1,282,16,10,66,2,1,3,2,0,0,0,0,1,0,1
2601,21577,1,1,51,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2602,21579,1,0,323,14,2,20,1,0,0,0,0,0,0,0,0,0,0
2603,21582,1,0,184,14,4,24,1,0,1,1,0,0,0,0,0,0,0
2604,21588,0,1,111,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2605,21603,0,1,173,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2606,21622,0,1,244,10,2,16,0,0,0,0,0,0,2,0,0,0,2
2607,21624,1,1,348,16,4,38,1,0,1,2,0,0,0,0,0,0,0
2608,21625,0,1,195,14,9,60,2,1,1,2,0,0,0,0,0,0,0
2609,21633,1,1,226,12,2,16,1,0,0,0,0,1,0,0,0,0,1
2610,21656,0,0,104,12,1,12,0,0,0,0,0,1,0,0,0,0,1
2611,21670,0,0,113,20,2,24,0,0,2,0,0,1,0,0,0,0,1
2612,21685,1,1,143,30,1,30,1,0,0,0,0,0,0,0,0,0,0
2613,21689,0,0,343,16,9,36,3,1,0,1,2,1,0,0,0,0,1
2614,21698,0,1,84,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2615,21714,1,0,122,10,2,18,1,0,0,0,0,0,0,0,0,0,0
2616,21733,0,0,174,4,1,4,0,0,0,0,0,0,1,0,0,0,1
2617,21742,0,1,293,16,5,34,0,2,0,0,0,0,0,0,0,0,0
2618,21754,0,1,463,10,12,42,2,1,3,1,0,0,1,0,0,0,1
2619,21755,0,1,224,14,2,18,0,0,0,0,1,0,0,0,0,0,0
2620,21756,0,1,350,12,12,56,2,2,0,2,0,1,2,0,0,0,3
2621,21764,0,0,68,10,2,16,0,0,0,0,1,1,0,0,0,0,1
2622,21770,0,1,356,2,5,24,0,0,2,0,0,0,0,0,0,0,0
2623,21771,0,1,267,26,2,32,0,0,0,0,0,0,0,0,0,0,0
2624,21773,0,0,117,22,3,36,0,0,2,0,0,1,0,0,0,0,1
2625,21779,0,1,223,4,5,32,1,0,0,0,0,0,0,0,0,0,0
2626,21789,0,1,147,10,2,18,1,0,0,0,0,0,0,0,0,0,0
2627,21814,0,0,287,8,1,8,0,0,0,0,0,1,2,1,0,0,4
2628,21815,0,1,169,16,1,16,0,0,0,0,0,0,0,0,0,0,0
2629,21821,0,0,314,10,3,18,0,0,0,0,1,1,0,0,0,0,1
2630,21846,0,0,185,14,2,22,1,1,0,0,0,1,2,0,0,0,3
2631,21848,0,1,253,12,2,16,1,0,0,0,0,0,0,0,0,0,0
2632,21849,0,1,91,12,2,16,1,0,0,0,0,0,0,0,0,0,0
2633,21853,0,1,180,16,2,24,0,1,0,0,0,0,0,0,0,0,0
2634,21858,0,0,327,8,2,14,0,0,0,1,0,0,1,1,0,0,2
2635,21871,0,0,246,10,2,12,0,0,0,0,0,0,0,0,0,0,0
2636,21873,0,0,84,4,2,6,0,0,0,0,0,0,0,0,0,0,0
2637,21884,0,1,389,16,7,38,3,0,2,0,1,0,2,0,0,0,2
2638,21902,0,1,190,24,3,40,0,0,2,0,1,0,1,0,0,0,1
2639,21906,0,1,81,4,2,10,0,0,0,0,0,0,0,0,0,0,0
2640,21913,0,1,183,16,5,36,1,0,3,0,0,0,2,0,0,0,2
2641,21926,0,1,270,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2642,21938,0,1,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2643,21940,0,1,429,14,11,74,3,2,2,1,1,0,0,1,0,0,1
2644,21951,0,0,275,12,2,20,1,0,0,0,0,0,2,0,0,0,2
2645,21957,0,0,280,6,8,52,2,1,2,0,0,0,1,1,0,0,2
2646,21961,0,1,399,10,10,54,2,1,4,0,0,0,1,0,0,0,1
2647,21964,0,1,321,12,2,18,0,0,1,0,0,0,0,0,0,0,0
2648,21974,0,1,276,16,2,18,1,0,0,1,0,0,1,0,0,0,1
2649,21976,0,1,370,30,5,46,1,0,0,1,0,0,1,0,0,0,1
2650,21980,0,0,104,2,3,10,0,0,0,0,0,0,0,0,0,0,0
2651,21981,0,1,135,20,1,20,0,0,1,0,0,0,1,0,0,0,1
2652,21984,0,1,35,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2653,22000,0,1,148,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2654,22005,0,0,253,16,1,16,0,0,0,0,0,0,0,0,0,0,0
2655,22011,0,0,138,6,9,24,2,0,0,0,1,0,0,0,0,0,0
2656,22018,0,1,76,10,2,14,0,1,0,0,0,0,0,0,0,0,0
2657,22026,0,0,99,8,2,10,0,0,0,0,0,0,0,0,0,0,0
2658,22036,0,1,124,16,8,46,2,1,3,1,1,0,0,0,0,0,0
2659,22062,0,0,98,18,1,18,0,0,0,0,0,0,0,1,0,0,1
2660,22065,0,1,98,10,5,26,1,0,1,0,0,0,0,0,0,0,0
2661,22068,0,1,89,22,1,22,0,0,0,1,0,0,0,0,0,0,0
2662,22069,0,1,295,14,1,14,0,0,1,0,0,0,2,0,0,0,2
2663,22071,0,0,258,24,5,36,0,0,3,1,0,0,1,2,0,0,3
2664,22075,0,1,206,10,2,12,0,0,0,0,0,0,1,0,0,0,1
2665,22100,0,1,114,4,2,6,0,0,0,0,0,0,0,0,0,0,0
2666,22108,0,0,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2667,22112,0,1,151,34,2,42,1,0,0,0,1,0,0,0,0,0,0
2668,22117,0,1,66,22,2,26,0,0,1,0,0,1,0,0,0,0,1
2669,22118,0,0,189,20,1,20,0,0,0,0,1,0,0,0,0,0,0
2670,22124,0,0,122,12,2,18,0,0,1,0,0,0,0,0,0,0,0
2671,22140,0,1,160,12,3,26,0,0,0,0,0,0,1,0,0,0,1
